split_a,path_a,split_b,path_b,distance,same_class
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Actinic_Keratosis\425__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images245.jpeg,1,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Actinic_Keratosis\457__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\actinic-keratosis-face-56.jpeg,1,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Actinic_Keratosis\actinicKeratosisSolarKeratosis_51768_lg.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\image19.jpeg,1,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Actinic_Keratosis\images236.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images139.jpeg,1,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Benign_tumors\dermatofibroma-58.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-open-comedo-12.jpeg,1,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Lupus\lupus-chronic-cutaneous-138.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Lupus\lupus-chronic-cutaneous-123.jpeg,1,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\SkinCancer\basal-cell-carcinoma-superficial-31.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-superficial-40.jpeg,1,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Warts\genital-warts-83.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\genital-warts-133.jpeg,1,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Actinic_Keratosis\PAT_1993_4076_174.png,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\PAT_1547_1876_839.png,1,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Actinic_Keratosis\images236.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-003.jpeg,1,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Benign_tumors\dermatofibroma-58.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\07GiantComedone.jpeg,1,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Eczema\05AtopicPop.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic12060425.jpeg,1,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-face-4-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,test,C:\Users\raghu\datasets\skin\SkinDisease\test\Actinic_Keratosis\images236.jpeg,1,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Actinic_Keratosis\PAT_1993_4076_174.png,test,C:\Users\raghu\datasets\skin\SkinDisease\test\Benign_tumors\connective-tissue-nevus-1.jpeg,1,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Benign_tumors\porokeratosis-12.jpeg,test,C:\Users\raghu\datasets\skin\SkinDisease\test\Benign_tumors\porokeratosis-14.jpeg,1,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Eczema\05AtopicPop.jpeg,test,C:\Users\raghu\datasets\skin\SkinDisease\test\SkinCancer\ctcl-110.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-face-1-28__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-face-1-28__WatermarkedWyJXYXRlcm1hcmtlZCJd (1).jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-face-19__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\ctcl-6.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-face-68__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-66.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\135213399.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images196.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\3754__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-30.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\AXBN7E.width-320.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images197.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\Actinic-Keratosis-AK-12-forehead-ICD-10-L57.0.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images208.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_180_756_831.png,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_1282_978_328.png,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\actinic-keratosis-hand-7.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images180.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\actinic-keratosis2.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\image12.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\actinicKeratosisSolarKeratosis_51755_lg.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images18.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\actinickeratossis.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\image25.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\dcc-actinic-keratosis-face-300x280.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images49.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images199.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images139.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images201.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images40.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images224.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-27.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-cyst-139.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-26.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-cyst-154.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_1282_978_328.png,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-1.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-22.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-17.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-4.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-20.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-5.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-71.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-35.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\keratoacanthoma-166.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-55.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\leiomyomata-6.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_180_756_831.png,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\neurofibromas-16.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\syringoma-14.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\neurofibromas-8.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-17.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\pilar-cyst-49.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-27.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\porokeratosis-5.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images199.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\sebaceous-hyperplasia-101.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\sebaceous-hyperplasia-32.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-42.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-common-63.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-48.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-191.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-49.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\syringoma-14.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-54.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\porokeratosis-5.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-chronic-11.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-fingertips-3.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-fingertips-104.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images199.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-leg-21.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\vasculitis-35.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-168.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-198.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-184.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-66.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\284.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\285.jpg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-62.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-63.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-64.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-55.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-70.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-64.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-superficial-33.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-common-22.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\ctcl-107.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\vasculitis-58.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\ctcl-99.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-191.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\vasculitis-2.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\keratoacanthoma-131.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\vasculitis-49.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-leg-21.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-common-22.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-64.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-common-3.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-46.jpeg,1,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-common-41.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-62.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-cryotherapy-9.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-superficial-40.jpeg,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-plantar-27.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_1282_978_328.png,1,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-plantar-77.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-treatment-1.jpeg,1,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\PAT_1722_3214_672.png,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-14.jpeg,1,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\07GiantComedone.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-70.jpeg,1,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\accessory-nipple-6.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-70.jpeg,1,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\calcifying-epithelioma-4.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-68.jpeg,1,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\cylindroma-1.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-14.jpeg,1,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-59.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-62.jpeg,1,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-63.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-73.jpeg,1,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-7.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\PAT_1547_1876_839.png,1,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-80.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-63.jpeg,1,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic2.jpeg,1,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Lupus\2516__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Lupus\dle-scalp3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpeg,1,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-11.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\syringoma-12.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-12.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images139.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-cystic-27.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\3755__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\493__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-27.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\512__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images64.jpeg,2,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\565__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\porokeratosis-48.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\PAT_1738_3260_304.png,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_1282_978_328.png,2,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\20EpidermCystRuptured.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-55.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\accessory-nipple-6.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-open-comedo-12.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\cylindroma-2.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\neurofibromas-13.jpeg,2,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-45.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-64.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-51.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-64.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-6.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\neurofibromas-13.jpeg,2,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-80.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-open-comedo-12.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic12060426.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\porokeratosis-48.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic18.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\actinic-keratosis-5FU-6.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05atopic011005.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\pyoderma-gangrenosum-12.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\3Eczema3-290.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\ctcl-99.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\3Eczema3-291.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-face-2-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Lupus\2525__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Lupus\lupus-sc__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpeg,2,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Lupus\2535__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Lupus\plaque-le__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,2,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Lupus\2550__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\ctcl-30.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\SkinCancer\136.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\malignant-melanoma-116.jpeg,2,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\SkinCancer\174.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\pyoderma-gangrenosum-12.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\SkinCancer\2.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\pilar-cyst-49.jpeg,2,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\SkinCancer\80.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\dermatofibroma-130.jpeg,2,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-closed-comedo-28.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-cryotherapy-12.jpeg,2,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-face-4-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images139.jpeg,2,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-face-42__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\actinic-keratosis-face-56.jpeg,2,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-face-4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-30.jpeg,2,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-open-comedo-59.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-open-comedo-4.jpeg,2,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Actinic_Keratosis\actinic-keratosis-5FU-24.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\actinic-keratosis-5FU-25.jpeg,2,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Benign_tumors\20EpidermCystRuptured1.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-cyst-161.jpeg,2,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Benign_tumors\dermatofibroma-105.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-57.jpeg,2,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Lupus\lupus-chronic-cutaneous-118.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-26.jpeg,2,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-cystic-104.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-12.jpeg,2,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-face-4-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-12.jpeg,2,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Actinic_Keratosis\actinic-keratosis-hand-6.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-24.jpeg,2,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\SkinCancer\basal-cell-carcinoma-superficial-31.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\PAT_1547_1876_839.png,2,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\SkinCancer\ctcl-110.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic12060425.jpeg,2,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-closed-comedo-28.jpeg,test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-face-1-19__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,2,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-cystic-1.jpeg,test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-cystic-36.jpeg,2,1
